epoch,train_loss,validation_loss
128.0,1.0048704147338867,1.1050970554351807
129.0,1.004869818687439,1.1050935983657837
130.0,1.0048692226409912,1.1050903797149658
131.0,1.004868745803833,1.1050870418548584
132.0,1.0048681497573853,1.1050840616226196
133.0,1.004867672920227,1.10508131980896
134.0,1.0048673152923584,1.1050784587860107
135.0,1.0048668384552002,1.1050755977630615
136.0,1.0048662424087524,1.1050723791122437
137.0,1.0048657655715942,1.1050693988800049
138.0,1.004865288734436,1.1050666570663452
139.0,1.0048649311065674,1.1050641536712646
140.0,1.0048644542694092,1.1050620079040527
141.0,1.004863977432251,1.105059027671814
142.0,1.0048636198043823,1.1050562858581543
143.0,1.0048631429672241,1.1050536632537842
144.0,1.0048625469207764,1.105050802230835
145.0,1.0048621892929077,1.105048418045044
146.0,1.004861831665039,1.1050456762313843
147.0,1.0048613548278809,1.105042815208435
148.0,1.0048609972000122,1.1050405502319336
149.0,1.0048606395721436,1.1050382852554321
150.0,1.004860281944275,1.1050360202789307
151.0,1.0048599243164062,1.1050341129302979
152.0,1.0048595666885376,1.105031967163086
153.0,1.0048593282699585,1.1050299406051636
154.0,1.0048588514328003,1.1050281524658203
155.0,1.0048586130142212,1.105026364326477
156.0,1.0048582553863525,1.1050244569778442
157.0,1.0048580169677734,1.1050225496292114
158.0,1.0048576593399048,1.1050206422805786
159.0,1.0048575401306152,1.105018973350525
160.0,1.0048573017120361,1.1050173044204712
161.0,1.0048569440841675,1.105015754699707
162.0,1.0048567056655884,1.1050140857696533
163.0,1.0048563480377197,1.10501229763031
164.0,1.0048561096191406,1.105010747909546
165.0,1.0048558712005615,1.1050090789794922
166.0,1.0048556327819824,1.1050076484680176
167.0,1.0048553943634033,1.1050059795379639
168.0,1.0048552751541138,1.1050046682357788
169.0,1.0048549175262451,1.1050031185150146
170.0,1.0048547983169556,1.1050020456314087
171.0,1.0048545598983765,1.1050004959106445
172.0,1.0048543214797974,1.1049991846084595
173.0,1.0048540830612183,1.1049978733062744
174.0,1.0048538446426392,1.104996681213379
175.0,1.0048537254333496,1.1049951314926147
176.0,1.0048534870147705,1.1049938201904297
177.0,1.0048532485961914,1.1049925088882446
178.0,1.0048530101776123,1.1049911975860596
179.0,1.0048527717590332,1.104989767074585
180.0,1.0048526525497437,1.1049884557724
181.0,1.0048524141311646,1.1049870252609253
182.0,1.0048521757125854,1.1049855947494507
183.0,1.0048519372940063,1.1049840450286865
184.0,1.0048518180847168,1.1049824953079224
185.0,1.0048515796661377,1.1049809455871582
186.0,1.004851222038269,1.1049796342849731
187.0,1.0048511028289795,1.104978322982788
188.0,1.0048508644104004,1.1049773693084717
189.0,1.0048507452011108,1.1049760580062866
190.0,1.0048505067825317,1.104974389076233
191.0,1.0048503875732422,1.1049729585647583
192.0,1.004850149154663,1.1049715280532837
193.0,1.004849910736084,1.1049703359603882
194.0,1.0048497915267944,1.1049693822860718
195.0,1.0048496723175049,1.1049683094024658
196.0,1.0048493146896362,1.1049671173095703
197.0,1.0048491954803467,1.1049659252166748
198.0,1.0048490762710571,1.1049652099609375
199.0,1.0048489570617676,1.104964256286621
200.0,1.004848837852478,1.1049630641937256
